Unique_Patient_Identifier	gene	copy
TCGA-W5-AA39	FAM13A	del
TCGA-W5-AA39	TIGD2	del
TCGA-W5-AA39	GPRIN3	del
TCGA-W5-AA39	SNCA	del
TCGA-W5-AA39	MMRN1	del
TCGA-W5-AA39	CCSER1	del
TCGA-W5-AA39	GRID2	del
TCGA-W5-AA39	ATOH1	del
TCGA-W5-AA39	SMARCAD1	del
TCGA-W5-AA39	HPGDS	del
TCGA-W5-AA39	PDLIM5	del
TCGA-W5-AA39	BMPR1B	del
TCGA-W5-AA39	UNC5C	del
TCGA-W5-AA39	PDHA2	del
TCGA-W5-AA39	STPG2	del
TCGA-W5-AA39	RAP1GDS1	del
TCGA-W5-AA39	TSPAN5	del
TCGA-W5-AA39	EIF4E	del
TCGA-W5-AA39	METAP1	del
TCGA-W5-AA39	ADH5	del
TCGA-W5-AA39	ADH4	del
TCGA-W5-AA39	ADH6	del
TCGA-W5-AA39	ADH1A	del
TCGA-W5-AA39	ADH1B	del
TCGA-W5-AA39	ADH1C	del
TCGA-W5-AA39	ADH7	del
TCGA-W5-AA39	C4orf17	del
TCGA-W5-AA39	TRMT10A	del
TCGA-W5-AA39	MTTP	del
TCGA-W5-AA39	C4orf54	del
TCGA-W5-AA39	DAPP1	del
TCGA-W5-AA39	LAMTOR3	del
TCGA-W5-AA39	DNAJB14	del
TCGA-W5-AA39	H2AZ1	del
TCGA-W5-AA39	DDIT4L	del
TCGA-W5-AA39	EMCN	del
TCGA-W5-AA39	PPP3CA	del
TCGA-W5-AA39	BANK1	del
TCGA-W5-AA39	SLC39A8	del
TCGA-W5-AA39	NFKB1	del
TCGA-W5-AA39	MANBA	del
TCGA-W5-AA39	UBE2D3	del
TCGA-W5-AA39	CISD2	del
TCGA-W5-AA39	SLC9B1	del
TCGA-W5-AA39	SLC9B2	del
TCGA-W5-AA39	BDH2	del
TCGA-W5-AA39	CENPE	del
TCGA-W5-AA39	TACR3	del
TCGA-W5-AA39	CXXC4	del
TCGA-W5-AA39	TET2	del
TCGA-W5-AA39	PPA2	del
TCGA-W5-AA39	ARHGEF38	del
TCGA-W5-AA39	INTS12	del
TCGA-W5-AA39	GSTCD	del
TCGA-W5-AA39	NPNT	del
TCGA-W5-AA39	TBCK	del
TCGA-W5-AA39	AIMP1	del
TCGA-W5-AA39	GIMD1	del
TCGA-W5-AA39	DKK2	del
TCGA-W5-AA39	PAPSS1	del
TCGA-W5-AA39	SGMS2	del
TCGA-W5-AA39	CYP2U1	del
TCGA-W5-AA39	HADH	del
TCGA-W5-AA39	LEF1	del
TCGA-W5-AA39	RPL34	del
TCGA-W5-AA39	OSTC	del
TCGA-W5-AA39	ETNPPL	del
TCGA-W5-AA39	COL25A1	del
TCGA-W5-AA39	SEC24B	del
TCGA-W5-AA39	MCUB	del
TCGA-W5-AA39	CASP6	del
TCGA-W5-AA39	PLA2G12A	del
TCGA-W5-AA39	CFI	del
TCGA-W5-AA39	GAR1	del
TCGA-W5-AA39	RRH	del
TCGA-W5-AA39	LRIT3	del
TCGA-W5-AA39	EGF	del
TCGA-W5-AA39	ELOVL6	del
TCGA-W5-AA39	ENPEP	del
TCGA-W5-AA39	PITX2	del
TCGA-W5-AA39	FAM241A	del
TCGA-W5-AA39	AP1AR	del
TCGA-W5-AA39	TIFA	del
TCGA-W5-AA39	ALPK1	del
TCGA-W5-AA39	NEUROG2	del
TCGA-W5-AA39	ZGRF1	del
TCGA-W5-AA39	LARP7	del
TCGA-W5-AA39	ANK2	del
TCGA-W5-AA39	CAMK2D	del
TCGA-W5-AA39	ARSJ	del
TCGA-W5-AA39	UGT8	del
TCGA-W5-AA39	NDST4	del
TCGA-W5-AA39	TRAM1L1	del
TCGA-W5-AA39	NDST3	del
TCGA-W5-AA39	PRSS12	del
TCGA-W5-AA39	METTL14	del
TCGA-W5-AA39	SEC24D	del
TCGA-W5-AA39	SYNPO2	del
TCGA-W5-AA39	MYOZ2	del
TCGA-W5-AA39	USP53	del
TCGA-W5-AA39	C4orf3	del
TCGA-W5-AA39	FABP2	del
TCGA-W5-AA39	PDE5A	del
TCGA-W5-AA39	MAD2L1	del
TCGA-W5-AA39	PRDM5	del
TCGA-W5-AA39	NDNF	del
TCGA-W5-AA39	TNIP3	del
TCGA-W5-AA39	QRFPR	del
TCGA-W5-AA39	ANXA5	del
TCGA-W5-AA39	EXOSC9	del
TCGA-W5-AA39	CCNA2	del
TCGA-W5-AA39	BBS7	del
TCGA-W5-AA39	TRPC3	del
TCGA-W5-AA39	ADAD1	del
TCGA-W5-AA39	IL2	del
TCGA-W5-AA39	IL21	del
TCGA-W5-AA39	BBS12	del
TCGA-W5-AA39	FGF2	del
TCGA-W5-AA39	NUDT6	del
TCGA-W5-AA39	SPRY1	del
TCGA-W5-AA39	ANKRD50	del
TCGA-W5-AA39	FAT4	del
TCGA-W5-AA39	INTU	del
TCGA-W5-AA39	SLC25A31	del
TCGA-W5-AA39	HSPA4L	del
TCGA-W5-AA39	PLK4	del
TCGA-W5-AA39	MFSD8	del
TCGA-W5-AA39	ABHD18	del
TCGA-W5-AA39	LARP1B	del
TCGA-W5-AA39	PGRMC2	del
TCGA-W5-AA39	JADE1	del
TCGA-W5-AA39	SCLT1	del
TCGA-W5-AA39	C4orf33	del
TCGA-W5-AA39	PCDH10	del
TCGA-W5-AA39	PABPC4L	del
TCGA-W5-AA39	PCDH18	del
TCGA-W5-AA39	SLC7A11	del
TCGA-W5-AA39	NOCT	del
TCGA-W5-AA39	ELF2	del
TCGA-W5-AA39	MGARP	del
TCGA-W5-AA39	NDUFC1	del
TCGA-W5-AA39	NAA15	del
TCGA-W5-AA39	RAB33B	del
TCGA-W5-AA39	SETD7	del
TCGA-W5-AA39	MGST2	del
TCGA-W5-AA39	MAML3	del
TCGA-W5-AA39	SCOC	del
TCGA-W5-AA39	CLGN	del
TCGA-W5-AA39	MGAT4D	del
TCGA-W5-AA39	ELMOD2	del
TCGA-W5-AA39	UCP1	del
TCGA-W5-AA39	TBC1D9	del
TCGA-W5-AA39	RNF150	del
TCGA-W5-AA39	ZNF330	del
TCGA-W5-AA39	IL15	del
TCGA-W5-AA39	INPP4B	del
TCGA-W5-AA39	USP38	del
TCGA-W5-AA39	GAB1	del
TCGA-W5-AA39	SMARCA5	del
TCGA-W5-AA39	FREM3	del
TCGA-W5-AA39	GYPE	del
TCGA-W5-AA39	GYPB	del
TCGA-W5-AA39	GYPA	del
TCGA-W5-AA39	HHIP	del
TCGA-W5-AA39	ANAPC10	del
TCGA-W5-AA39	ABCE1	del
TCGA-W5-AA39	OTUD4	del
TCGA-W5-AA39	SMAD1	del
TCGA-W5-AA39	MMAA	del
TCGA-W5-AA39	C4orf51	del
TCGA-W5-AA39	ZNF827	del
TCGA-W5-AA39	LSM6	del
TCGA-W5-AA39	REELD1	del
TCGA-W5-AA39	SLC10A7	del
TCGA-W5-AA39	POU4F2	del
TCGA-W5-AA39	TTC29	del
TCGA-W5-AA39	EDNRA	del
TCGA-W5-AA39	TMEM184C	del
TCGA-W5-AA39	PRMT9	del
TCGA-W5-AA39	ARHGAP10	del
TCGA-W5-AA39	NR3C2	del
TCGA-W5-AA39	IQCM	del
TCGA-W5-AA39	DCLK2	del
TCGA-W5-AA39	LRBA	del
TCGA-W5-AA39	MAB21L2	del
TCGA-W5-AA39	RPS3A	del
TCGA-W5-AA39	SH3D19	del
TCGA-W5-AA39	PRSS48	del
TCGA-W5-AA39	GATB	del
TCGA-W5-AA39	FBXW7	del
TCGA-W5-AA39	TMEM154	del
TCGA-W5-AA39	TIGD4	del
TCGA-W5-AA39	ARFIP1	del
TCGA-W5-AA39	FHDC1	del
TCGA-W5-AA39	TRIM2	del
TCGA-W5-AA39	MND1	del
TCGA-W5-AA39	TMEM131L	del
TCGA-W5-AA39	TLR2	del
TCGA-W5-AA39	RNF175	del
TCGA-W5-AA39	SFRP2	del
TCGA-W5-AA39	DCHS2	del
TCGA-W5-AA39	PLRG1	del
TCGA-W5-AA39	FGB	del
TCGA-W5-AA39	FGA	del
TCGA-W5-AA39	FGG	del
TCGA-W5-AA39	LRAT	del
TCGA-W5-AA39	RBM46	del
TCGA-W5-AA39	NPY2R	del
TCGA-W5-AA39	MAP9	del
TCGA-W5-AA39	GUCY1A1	del
TCGA-W5-AA39	GUCY1B1	del
TCGA-W5-AA39	ASIC5	del
TCGA-W5-AA39	TDO2	del
TCGA-W5-AA39	CTSO	del
TCGA-W5-AA39	PDGFC	del
TCGA-W5-AA39	GLRB	del
TCGA-W5-AA39	GRIA2	del
TCGA-W5-AA39	GASK1B	del
TCGA-W5-AA39	TMEM144	del
TCGA-W5-AA39	RXFP1	del
TCGA-W5-AA39	C4orf46	del
TCGA-W5-AA39	ETFDH	del
TCGA-W5-AA39	PPID	del
TCGA-W5-AA39	FNIP2	del
TCGA-W5-AA39	RAPGEF2	del
TCGA-W5-AA39	FSTL5	del
TCGA-W5-AA39	NAF1	del
TCGA-W5-AA39	NPY1R	del
TCGA-W5-AA39	NPY5R	del
TCGA-W5-AA39	TKTL2	del
TCGA-W5-AA39	TMA16	del
TCGA-W5-AA39	MARCHF1	del
TCGA-W5-AA39	SMIM31	del
TCGA-W5-AA39	APELA	del
TCGA-W5-AA39	TRIM61	del
TCGA-W5-AA39	TRIM60	del
TCGA-W5-AA39	TMEM192	del
TCGA-W5-AA39	KLHL2	del
TCGA-W5-AA39	MSMO1	del
TCGA-W5-AA39	CPE	del
TCGA-W5-AA39	TLL1	del
TCGA-W5-AA39	SPOCK3	del
TCGA-W5-AA39	ANXA10	del
TCGA-W5-AA39	DDX60	del
TCGA-W5-AA39	DDX60L	del
TCGA-W5-AA39	PALLD	del
TCGA-W5-AA39	CBR4	del
TCGA-W5-AA39	SH3RF1	del
TCGA-W5-AA39	NEK1	del
TCGA-W5-AA39	CLCN3	del
TCGA-W5-AA39	HPF1	del
TCGA-W5-AA39	MFAP3L	del
TCGA-W5-AA39	AADAT	del
TCGA-W5-AA39	GALNTL6	del
TCGA-W5-AA39	GALNT7	del
TCGA-W5-AA39	HMGB2	del
TCGA-W5-AA39	SAP30	del
TCGA-W5-AA39	SCRG1	del
TCGA-W5-AA39	HAND2	del
TCGA-W5-AA39	FBXO8	del
TCGA-W5-AA39	CEP44	del
TCGA-W5-AA39	HPGD	del
TCGA-W5-AA39	GLRA3	del
TCGA-W5-AA39	ADAM29	del
TCGA-W5-AA39	GPM6A	del
TCGA-W5-AA39	WDR17	del
TCGA-W5-AA39	SPATA4	del
TCGA-W5-AA39	ASB5	del
TCGA-W5-AA39	SPCS3	del
TCGA-W5-AA39	VEGFC	del
TCGA-W5-AA39	NEIL3	del
TCGA-W5-AA39	AGA	del
TCGA-W5-AA39	TENM3	del
TCGA-W5-AA39	DCTD	del
TCGA-W5-AA39	WWC2	del
TCGA-W5-AA39	CLDN22	del
TCGA-W5-AA39	CLDN24	del
TCGA-W5-AA39	CDKN2AIP	del
TCGA-W5-AA39	ING2	del
TCGA-W5-AA39	RWDD4	del
TCGA-W5-AA39	TRAPPC11	del
TCGA-W5-AA39	STOX2	del
TCGA-W5-AA39	ENPP6	del
TCGA-W5-AA39	IRF2	del
TCGA-W5-AA39	CASP3	del
TCGA-W5-AA39	PRIMPOL	del
TCGA-W5-AA39	CENPU	del
TCGA-W5-AA39	ACSL1	del
TCGA-W5-AA39	HELT	del
TCGA-W5-AA39	SLC25A4	del
TCGA-W5-AA39	CFAP97	del
TCGA-W5-AA39	SNX25	del
TCGA-W5-AA39	LRP2BP	del
TCGA-W5-AA39	ANKRD37	del
TCGA-W5-AA39	UFSP2	del
TCGA-W5-AA39	CCDC110	del
TCGA-W5-AA39	PDLIM3	del
TCGA-W5-AA39	SORBS2	del
TCGA-W5-AA39	TLR3	del
TCGA-W5-AA39	FAM149A	del
TCGA-W5-AA39	CYP4V2	del
TCGA-W5-AA39	KLKB1	del
TCGA-W5-AA39	F11	del
TCGA-W5-AA39	MTNR1A	del
TCGA-W5-AA39	FAT1	del
TCGA-W5-AA39	ZFP42	del
TCGA-W5-AA39	TRIML2	del
TCGA-W5-AA39	TRIML1	del
TCGA-W5-AA39	FRG1	del
TCGA-W5-AA39	FRG2	del
TCGA-W5-AA39	PLEKHG4B	amp
TCGA-W5-AA39	LRRC14B	amp
TCGA-W5-AA39	CCDC127	amp
TCGA-W5-AA39	SDHA	amp
TCGA-W5-AA39	PDCD6	amp
TCGA-W5-AA39	AHRR	amp
TCGA-W5-AA39	EXOC3	amp
TCGA-W5-AA39	SLC9A3	amp
TCGA-W5-AA39	CEP72	amp
TCGA-W5-AA39	TPPP	amp
TCGA-W5-AA39	ZDHHC11B	amp
TCGA-W5-AA39	ZDHHC11	amp
TCGA-W5-AA39	BRD9	amp
TCGA-W5-AA39	TRIP13	amp
TCGA-W5-AA39	NKD2	amp
TCGA-W5-AA39	SLC12A7	amp
TCGA-W5-AA39	SLC6A19	amp
TCGA-W5-AA39	SLC6A18	amp
TCGA-W5-AA39	TERT	amp
TCGA-W5-AA39	CLPTM1L	amp
TCGA-W5-AA39	SLC6A3	amp
TCGA-W5-AA39	LPCAT1	amp
TCGA-W5-AA39	MRPL36	amp
TCGA-W5-AA39	NDUFS6	amp
TCGA-W5-AA39	IRX4	amp
TCGA-W5-AA39	IRX2	amp
TCGA-W5-AA39	IRX1	amp
TCGA-W5-AA39	ADAMTS16	amp
TCGA-W5-AA39	ICE1	amp
TCGA-W5-AA39	MED10	amp
TCGA-W5-AA39	UBE2QL1	amp
TCGA-W5-AA39	NSUN2	amp
TCGA-W5-AA39	SRD5A1	amp
TCGA-W5-AA39	TENT4A	amp
TCGA-W5-AA39	ADCY2	amp
TCGA-W5-AA39	MTRR	amp
TCGA-W5-AA39	FASTKD3	amp
TCGA-W5-AA39	SEMA5A	amp
TCGA-W5-AA39	TAS2R1	amp
TCGA-W5-AA39	ATPSCKMT	amp
TCGA-W5-AA39	CCT5	amp
TCGA-W5-AA39	CMBL	amp
TCGA-W5-AA39	MARCHF6	amp
TCGA-W5-AA39	ROPN1L	amp
TCGA-W5-AA39	ANKRD33B	amp
TCGA-W5-AA39	DAP	amp
TCGA-W5-AA39	CTNND2	amp
TCGA-W5-AA39	DNAH5	amp
TCGA-W5-AA39	TRIO	amp
TCGA-W5-AA39	OTULINL	amp
TCGA-W5-AA39	OTULIN	amp
TCGA-W5-AA39	ANKH	amp
TCGA-W5-AA39	FBXL7	amp
TCGA-W5-AA39	MARCHF11	amp
TCGA-W5-AA39	ZNF622	amp
TCGA-W5-AA39	RETREG1	amp
TCGA-W5-AA39	MYO10	amp
TCGA-W5-AA39	BASP1	amp
TCGA-W5-AA39	LINC02218	amp
TCGA-W5-AA39	H3Y2	amp
TCGA-W5-AA39	TAF11L2	amp
TCGA-W5-AA39	TAF11L3	amp
TCGA-W5-AA39	TAF11L4	amp
TCGA-W5-AA39	TAF11L5	amp
TCGA-W5-AA39	TAF11L6	amp
TCGA-W5-AA39	TAF11L7	amp
TCGA-W5-AA39	TAF11L8	amp
TCGA-W5-AA39	TAF11L9	amp
TCGA-W5-AA39	TAF11L10	amp
TCGA-W5-AA39	TAF11L11	amp
TCGA-W5-AA39	TAF11L12	amp
TCGA-W5-AA39	TAF11L13	amp
TCGA-W5-AA39	TAF11L14	amp
TCGA-W5-AA39	H3Y1	amp
TCGA-W5-AA39	CDH18	amp
TCGA-W5-AA39	CDH12	amp
TCGA-W5-AA39	PRDM9	amp
TCGA-W5-AA39	CDH10	amp
TCGA-W5-AA39	CDH9	amp
TCGA-W5-AA39	CDH6	amp
TCGA-W5-AA39	DROSHA	amp
TCGA-W5-AA39	C5orf22	amp
TCGA-W5-AA39	PDZD2	amp
TCGA-W5-AA39	GOLPH3	amp
TCGA-W5-AA39	MTMR12	amp
TCGA-W5-AA39	ZFR	amp
TCGA-W5-AA39	SUB1	amp
TCGA-W5-AA39	NPR3	amp
TCGA-W5-AA39	TARS1	amp
TCGA-W5-AA39	ADAMTS12	amp
TCGA-W5-AA39	RXFP3	amp
TCGA-W5-AA39	SLC45A2	amp
TCGA-W5-AA39	AMACR	amp
TCGA-W5-AA39	C1QTNF3	amp
TCGA-W5-AA39	RAI14	amp
TCGA-W5-AA39	TTC23L	amp
TCGA-W5-AA39	RAD1	amp
TCGA-W5-AA39	BRIX1	amp
TCGA-W5-AA39	DNAJC21	amp
TCGA-W5-AA39	AGXT2	amp
TCGA-W5-AA39	PRLR	amp
TCGA-W5-AA39	SPEF2	amp
TCGA-W5-AA39	IL7R	amp
TCGA-W5-AA39	CAPSL	amp
TCGA-W5-AA39	UGT3A1	amp
TCGA-W5-AA39	UGT3A2	amp
TCGA-W5-AA39	LMBRD2	amp
TCGA-W5-AA39	SKP2	amp
TCGA-W5-AA39	NADK2	amp
TCGA-W5-AA39	RANBP3L	amp
TCGA-W5-AA39	SLC1A3	amp
TCGA-W5-AA39	NIPBL	amp
TCGA-W5-AA39	CPLANE1	amp
TCGA-W5-AA39	NUP155	amp
TCGA-W5-AA39	WDR70	amp
TCGA-W5-AA39	GDNF	amp
TCGA-W5-AA39	EGFLAM	amp
TCGA-W5-AA39	LIFR	amp
TCGA-W5-AA39	OSMR	amp
TCGA-W5-AA39	RICTOR	amp
TCGA-W5-AA39	FYB1	amp
TCGA-W5-AA39	C9	amp
TCGA-W5-AA39	DAB2	amp
TCGA-W5-AA39	TTC33	amp
TCGA-W5-AA39	PTGER4	amp
TCGA-W5-AA39	PRKAA1	amp
TCGA-W5-AA39	RPL37	amp
TCGA-W5-AA39	CARD6	amp
TCGA-W5-AA39	C7	amp
TCGA-W5-AA39	MROH2B	amp
TCGA-W5-AA39	C6	amp
TCGA-W5-AA39	PLCXD3	amp
TCGA-W5-AA39	OXCT1	amp
TCGA-W5-AA39	FBXO4	amp
TCGA-W5-AA39	GHR	amp
TCGA-W5-AA39	CCDC152	amp
TCGA-W5-AA39	ANXA2R	amp
TCGA-W5-AA39	ZNF131	amp
TCGA-W5-AA39	NIM1K	amp
TCGA-W5-AA39	HMGCS1	amp
TCGA-W5-AA39	CCL28	amp
TCGA-W5-AA39	TMEM267	amp
TCGA-W5-AA39	C5orf34	amp
TCGA-W5-AA39	PAIP1	amp
TCGA-W5-AA39	NNT	amp
TCGA-W5-AA39	FGF10	amp
TCGA-W5-AA39	MRPS30	amp
TCGA-W5-AA39	HCN1	amp
TCGA-W5-AA39	EMB	amp
TCGA-W5-AA39	PARP8	amp
TCGA-W5-AA39	ISL1	amp
TCGA-W5-AA39	PELO	amp
TCGA-W5-AA39	ITGA1	amp
TCGA-W5-AA39	ITGA2	amp
TCGA-W5-AA39	MOCS2	amp
TCGA-W5-AA39	FST	amp
TCGA-W5-AA39	NDUFS4	amp
TCGA-W5-AA39	ARL15	amp
TCGA-W5-AA39	HSPB3	amp
TCGA-W5-AA39	SNX18	amp
TCGA-W5-AA39	ESM1	amp
TCGA-W5-AA39	GZMK	amp
TCGA-W5-AA39	GZMA	amp
TCGA-W5-AA39	CDC20B	amp
TCGA-W5-AA39	GPX8	amp
TCGA-W5-AA39	MCIDAS	amp
TCGA-W5-AA39	CCNO	amp
TCGA-W5-AA39	DHX29	amp
TCGA-W5-AA39	MTREX	amp
TCGA-W5-AA39	PLPP1	amp
TCGA-W5-AA39	SLC38A9	amp
TCGA-W5-AA39	DDX4	amp
TCGA-W5-AA39	IL31RA	amp
TCGA-W5-AA39	IL6ST	amp
TCGA-W5-AA39	ANKRD55	amp
TCGA-W5-AA39	MAP3K1	amp
TCGA-W5-AA39	SETD9	amp
TCGA-W5-AA39	MIER3	amp
TCGA-W5-AA39	GPBP1	amp
TCGA-W5-AA39	ACTBL2	amp
TCGA-W5-AA39	PLK2	amp
TCGA-W5-AA39	GAPT	amp
TCGA-W5-AA39	RAB3C	amp
TCGA-W5-AA39	PDE4D	amp
TCGA-W5-AA39	DEPDC1B	amp
TCGA-W5-AA39	ELOVL7	amp
TCGA-W5-AA39	ERCC8	amp
TCGA-W5-AA39	NDUFAF2	amp
TCGA-W5-AA39	SMIM15	amp
TCGA-W5-AA39	ZSWIM6	amp
TCGA-W5-AA39	KIF2A	amp
TCGA-W5-AA39	DIMT1	amp
TCGA-W5-AA39	IPO11	amp
TCGA-W5-AA39	LRRC70	amp
TCGA-W5-AA39	HTR1A	amp
TCGA-W5-AA39	RNF180	amp
TCGA-W5-AA39	RGS7BP	amp
TCGA-W5-AA39	SHISAL2B	amp
TCGA-W5-AA39	SREK1IP1	amp
TCGA-W5-AA39	CWC27	amp
TCGA-W5-AA39	ADAMTS6	amp
TCGA-W5-AA39	CENPK	amp
TCGA-W5-AA39	PPWD1	amp
TCGA-W5-AA39	TRIM23	amp
TCGA-W5-AA39	TRAPPC13	amp
TCGA-W5-AA39	SHLD3	amp
TCGA-W5-AA39	SGTB	amp
TCGA-W5-AA39	NLN	amp
TCGA-W5-AA39	ERBIN	amp
TCGA-W5-AA39	SREK1	amp
TCGA-W5-AA39	MAST4	amp
TCGA-W5-AA39	CD180	amp
TCGA-W5-AA39	PIK3R1	amp
TCGA-W5-AA39	SLC30A5	amp
TCGA-W5-AA39	CCNB1	amp
TCGA-W5-AA39	CENPH	amp
TCGA-W5-AA39	MRPS36	amp
TCGA-W5-AA39	CDK7	amp
TCGA-W5-AA39	CCDC125	amp
TCGA-W5-AA39	AK6	amp
TCGA-W5-AA39	TAF9	amp
TCGA-W5-AA39	RAD17	amp
TCGA-W5-AA39	MARVELD2	amp
TCGA-W5-AA39	OCLN	amp
TCGA-W5-AA39	GTF2H2C	amp
TCGA-W5-AA39	SERF1B	amp
TCGA-W5-AA39	SMN2	amp
TCGA-W5-AA39	SERF1A	amp
TCGA-W5-AA39	SMN1	amp
TCGA-W5-AA39	NAIP	amp
TCGA-W5-AA39	GTF2H2	amp
TCGA-W5-AA39	BDP1	amp
TCGA-W5-AA39	MCCC2	amp
TCGA-W5-AA39	CARTPT	amp
TCGA-W5-AA39	MAP1B	amp
TCGA-W5-AA39	MRPS27	amp
TCGA-W5-AA39	PTCD2	amp
TCGA-W5-AA39	ZNF366	amp
TCGA-W5-AA39	TNPO1	amp
TCGA-W5-AA39	FCHO2	amp
TCGA-W5-AA39	TMEM171	amp
TCGA-W5-AA39	TMEM174	amp
TCGA-W5-AA39	FOXD1	amp
TCGA-W5-AA39	BTF3	amp
TCGA-W5-AA39	ANKRA2	amp
TCGA-W5-AA39	UTP15	amp
TCGA-W5-AA39	ARHGEF28	amp
TCGA-W5-AA39	ENC1	amp
TCGA-W5-AA39	HEXB	amp
TCGA-W5-AA39	GFM2	amp
TCGA-W5-AA39	NSA2	amp
TCGA-W5-AA39	FAM169A	amp
TCGA-W5-AA39	GCNT4	amp
TCGA-W5-AA39	ANKRD31	amp
TCGA-W5-AA39	HMGCR	amp
TCGA-W5-AA39	CERT1	amp
TCGA-W5-AA39	POLK	amp
TCGA-W5-AA39	ANKDD1B	amp
TCGA-W5-AA39	POC5	amp
TCGA-W5-AA39	SV2C	amp
TCGA-W5-AA39	IQGAP2	amp
TCGA-W5-AA39	F2RL2	amp
TCGA-W5-AA39	F2R	amp
TCGA-W5-AA39	F2RL1	amp
TCGA-W5-AA39	S100Z	amp
TCGA-W5-AA39	CRHBP	amp
TCGA-W5-AA39	AGGF1	amp
TCGA-W5-AA39	ZBED3	amp
TCGA-W5-AA39	PDE8B	amp
TCGA-W5-AA39	WDR41	amp
TCGA-W5-AA39	OTP	amp
TCGA-W5-AA39	TBCA	amp
TCGA-W5-AA39	AP3B1	amp
TCGA-W5-AA39	SCAMP1	amp
TCGA-W5-AA39	LHFPL2	amp
TCGA-W5-AA39	ARSB	amp
TCGA-W5-AA39	DMGDH	amp
TCGA-W5-AA39	BHMT2	amp
TCGA-W5-AA39	BHMT	amp
TCGA-W5-AA39	JMY	amp
TCGA-W5-AA39	HOMER1	amp
TCGA-W5-AA39	TENT2	amp
TCGA-W5-AA39	CMYA5	amp
TCGA-W5-AA39	MTX3	amp
TCGA-W5-AA39	THBS4	amp
TCGA-W5-AA39	SERINC5	amp
TCGA-W5-AA39	SPZ1	amp
TCGA-W5-AA39	ZFYVE16	amp
TCGA-W5-AA39	FAM151B	amp
TCGA-W5-AA39	ANKRD34B	amp
TCGA-W5-AA39	DHFR	amp
TCGA-W5-AA39	MSH3	amp
TCGA-W5-AA39	RASGRF2	amp
TCGA-W5-AA39	CKMT2	amp
TCGA-W5-AA39	ZCCHC9	amp
TCGA-W5-AA39	ACOT12	amp
TCGA-W5-AA39	SSBP2	amp
TCGA-W5-AA39	ATG10	amp
TCGA-W5-AA39	RPS23	amp
TCGA-W5-AA39	TMEM167A	amp
TCGA-W5-AA39	XRCC4	amp
TCGA-W5-AA39	VCAN	amp
TCGA-W5-AA39	HAPLN1	amp
TCGA-W5-AA39	EDIL3	amp
TCGA-W5-AA39	COX7C	amp
TCGA-W5-AA39	RASA1	amp
TCGA-W5-AA39	CCNH	amp
TCGA-W5-AA39	TMEM161B	amp
TCGA-W5-AA39	MEF2C	amp
TCGA-W5-AA39	CETN3	amp
TCGA-W5-AA39	MBLAC2	amp
TCGA-W5-AA39	POLR3G	amp
TCGA-W5-AA39	LYSMD3	amp
TCGA-W5-AA39	ADGRV1	amp
TCGA-W5-AA39	ARRDC3	amp
TCGA-W5-AA39	NR2F1	amp
TCGA-W5-AA39	FAM172A	amp
TCGA-W5-AA39	POU5F2	amp
TCGA-W5-AA39	KIAA0825	amp
TCGA-W5-AA39	SLF1	amp
TCGA-W5-AA39	MCTP1	amp
TCGA-W5-AA39	FAM81B	amp
TCGA-W5-AA39	ARSK	amp
TCGA-W5-AA39	GPR150	amp
TCGA-W5-AA39	RFESD	amp
TCGA-W5-AA39	SPATA9	amp
TCGA-W5-AA39	RHOBTB3	amp
TCGA-W5-AA39	GLRX	amp
TCGA-W5-AA39	ELL2	amp
TCGA-W5-AA39	PCSK1	amp
TCGA-W5-AA39	CAST	amp
TCGA-W5-AA39	ERAP1	amp
TCGA-W5-AA39	ERAP2	amp
TCGA-W5-AA39	LNPEP	amp
TCGA-W5-AA39	LIX1	amp
TCGA-W5-AA39	RIOK2	amp
TCGA-W5-AA39	RGMB	amp
TCGA-W5-AA39	CHD1	amp
TCGA-W5-AA39	FAM174A	amp
TCGA-W5-AA39	ST8SIA4	amp
TCGA-W5-AA39	SLCO4C1	amp
TCGA-W5-AA39	SLCO6A1	amp
TCGA-W5-AA39	PAM	amp
TCGA-W5-AA39	GIN1	amp
TCGA-W5-AA39	PPIP5K2	amp
TCGA-W5-AA39	MACIR	amp
TCGA-W5-AA39	NUDT12	amp
TCGA-W5-AA39	EFNA5	amp
TCGA-W5-AA39	FBXL17	amp
TCGA-W5-AA39	FER	amp
TCGA-W5-AA39	PJA2	amp
TCGA-W5-AA39	MAN2A1	amp
TCGA-W5-AA39	TMEM232	amp
TCGA-W5-AA39	SLC25A46	amp
TCGA-W5-AA39	TSLP	amp
TCGA-W5-AA39	WDR36	amp
TCGA-W5-AA39	CAMK4	amp
TCGA-W5-AA39	STARD4	amp
TCGA-W5-AA39	NREP	amp
TCGA-W5-AA39	EPB41L4A	amp
TCGA-W5-AA39	APC	amp
TCGA-W5-AA39	SRP19	amp
TCGA-W5-AA39	REEP5	amp
TCGA-W5-AA39	DCP2	amp
TCGA-W5-AA39	MCC	amp
TCGA-W5-AA39	TSSK1B	amp
TCGA-W5-AA39	YTHDC2	amp
TCGA-W5-AA39	KCNN2	amp
TCGA-W5-AA39	TRIM36	amp
TCGA-W5-AA39	PGGT1B	amp
TCGA-W5-AA39	CCDC112	amp
TCGA-W5-AA39	FEM1C	amp
TCGA-W5-AA39	TICAM2	amp
TCGA-W5-AA39	TMED7-TICAM2	amp
TCGA-W5-AA39	TMED7	amp
