Unique_Patient_Identifier	gene	copy
TCGA-W5-AA2U	NME8	amp
TCGA-W5-AA2U	SFRP4	amp
TCGA-W5-AA2U	STARD3NL	amp
TCGA-W5-AA2U	AMPH	amp
TCGA-W5-AA2U	VPS41	amp
TCGA-W5-AA2U	POU6F2	amp
TCGA-W5-AA2U	YAE1	amp
TCGA-W5-AA2U	RALA	amp
TCGA-W5-AA2U	CDK13	amp
TCGA-W5-AA2U	MPLKIP	amp
TCGA-W5-AA2U	SUGCT	amp
TCGA-W5-AA2U	INHBA	amp
TCGA-W5-AA2U	GLI3	amp
TCGA-W5-AA2U	C7orf25	neutral
TCGA-W5-AA2U	PSMA2	neutral
TCGA-W5-AA2U	MRPL32	neutral
TCGA-W5-AA2U	HECW1	neutral
TCGA-W5-AA2U	STK17A	neutral
TCGA-W5-AA2U	COA1	neutral
TCGA-W5-AA2U	BLVRA	neutral
TCGA-W5-AA2U	MRPS24	neutral
TCGA-W5-AA2U	URGCP-MRPS24	neutral
TCGA-W5-AA2U	URGCP	neutral
TCGA-W5-AA2U	UBE2D4	neutral
TCGA-W5-AA2U	SPDYE1	neutral
TCGA-W5-AA2U	DBNL	neutral
TCGA-W5-AA2U	PGAM2	neutral
TCGA-W5-AA2U	POLM	neutral
TCGA-W5-AA2U	AEBP1	neutral
TCGA-W5-AA2U	POLD2	neutral
TCGA-W5-AA2U	MYL7	neutral
TCGA-W5-AA2U	GCK	neutral
TCGA-W5-AA2U	YKT6	neutral
TCGA-W5-AA2U	CAMK2B	neutral
TCGA-W5-AA2U	NUDCD3	neutral
TCGA-W5-AA2U	NPC1L1	neutral
TCGA-W5-AA2U	DDX56	neutral
TCGA-W5-AA2U	TMED4	neutral
TCGA-W5-AA2U	OGDH	neutral
TCGA-W5-AA2U	ZMIZ2	neutral
TCGA-W5-AA2U	PPIA	neutral
TCGA-W5-AA2U	H2AZ2	neutral
TCGA-W5-AA2U	PURB	neutral
TCGA-W5-AA2U	MYO1G	neutral
TCGA-W5-AA2U	CCM2	neutral
TCGA-W5-AA2U	NACAD	neutral
TCGA-W5-AA2U	TBRG4	neutral
TCGA-W5-AA2U	RAMP3	neutral
TCGA-W5-AA2U	ADCY1	neutral
TCGA-W5-AA2U	CCDC201	neutral
TCGA-W5-AA2U	IGFBP1	neutral
TCGA-W5-AA2U	IGFBP3	neutral
TCGA-W5-AA2U	TNS3	neutral
TCGA-W5-AA2U	PKD1L1	neutral
TCGA-W5-AA2U	HUS1	neutral
TCGA-W5-AA2U	SUN3	neutral
TCGA-W5-AA2U	C7orf57	neutral
TCGA-W5-AA2U	UPP1	neutral
TCGA-W5-AA2U	ABCA13	neutral
TCGA-W5-AA2U	CDC14C	neutral
TCGA-W5-AA2U	VWC2	neutral
TCGA-W5-AA2U	ZPBP	neutral
TCGA-W5-AA2U	IKZF1	neutral
TCGA-W5-AA2U	FIGNL1	neutral
TCGA-W5-AA2U	DDC	neutral
TCGA-W5-AA2U	GRB10	neutral
TCGA-W5-AA2U	COBL	neutral
TCGA-W5-AA2U	POM121L12	neutral
TCGA-W5-AA2U	VSTM2A	neutral
TCGA-W5-AA2U	SEC61G	neutral
TCGA-W5-AA2U	EGFR	neutral
TCGA-W5-AA2U	LANCL2	neutral
TCGA-W5-AA2U	VOPP1	neutral
TCGA-W5-AA2U	SEPTIN14	neutral
TCGA-W5-AA2U	ZNF713	neutral
TCGA-W5-AA2U	NIPSNAP2	neutral
TCGA-W5-AA2U	MRPS17	neutral
TCGA-W5-AA2U	PSPH	neutral
TCGA-W5-AA2U	CCT6A	neutral
TCGA-W5-AA2U	SUMF2	neutral
TCGA-W5-AA2U	PHKG1	neutral
TCGA-W5-AA2U	CHCHD2	neutral
TCGA-W5-AA2U	NUPR2	neutral
TCGA-W5-AA2U	ZNF479	neutral
TCGA-W5-AA2U	ZNF716	neutral
TCGA-W5-AA2U	ZNF727	neutral
TCGA-W5-AA2U	ZNF735	neutral
TCGA-W5-AA2U	ZNF679	neutral
TCGA-W5-AA2U	ZNF736	neutral
TCGA-W5-AA2U	ZNF680	neutral
TCGA-W5-AA2U	ZNF107	neutral
TCGA-W5-AA2U	ZNF138	neutral
TCGA-W5-AA2U	ZNF273	neutral
TCGA-W5-AA2U	ZNF117	neutral
TCGA-W5-AA2U	ERV3-1	neutral
TCGA-W5-AA2U	ZNF92	neutral
TCGA-W5-AA2U	VKORC1L1	neutral
TCGA-W5-AA2U	GUSB	neutral
TCGA-W5-AA2U	ASL	neutral
TCGA-W5-AA2U	CRCP	neutral
TCGA-W5-AA2U	TPST1	neutral
TCGA-W5-AA2U	KCTD7	neutral
TCGA-W5-AA2U	RABGEF1	neutral
TCGA-W5-AA2U	TMEM248	neutral
TCGA-W5-AA2U	SBDS	neutral
TCGA-W5-AA2U	TYW1	neutral
TCGA-W5-AA2U	SPDYE21	neutral
TCGA-W5-AA2U	AUTS2	neutral
TCGA-W5-AA2U	GALNT17	neutral
TCGA-W5-AA2U	CALN1	neutral
TCGA-W5-AA2U	TYW1B	neutral
TCGA-W5-AA2U	POM121	neutral
TCGA-W5-AA2U	TRIM74	neutral
TCGA-W5-AA2U	SPDYE8	neutral
TCGA-W5-AA2U	SPDYE11	neutral
TCGA-W5-AA2U	SPDYE9	neutral
TCGA-W5-AA2U	NSUN5	neutral
TCGA-W5-AA2U	TRIM50	neutral
TCGA-W5-AA2U	FKBP6	neutral
TCGA-W5-AA2U	FZD9	neutral
TCGA-W5-AA2U	BAZ1B	neutral
TCGA-W5-AA2U	BCL7B	neutral
TCGA-W5-AA2U	TBL2	neutral
TCGA-W5-AA2U	MLXIPL	neutral
TCGA-W5-AA2U	VPS37D	neutral
TCGA-W5-AA2U	DNAJC30	neutral
TCGA-W5-AA2U	BUD23	neutral
TCGA-W5-AA2U	STX1A	neutral
TCGA-W5-AA2U	ABHD11	neutral
TCGA-W5-AA2U	CLDN3	neutral
TCGA-W5-AA2U	CLDN4	neutral
TCGA-W5-AA2U	METTL27	neutral
TCGA-W5-AA2U	TMEM270	neutral
TCGA-W5-AA2U	ELN	neutral
TCGA-W5-AA2U	LIMK1	neutral
TCGA-W5-AA2U	EIF4H	neutral
TCGA-W5-AA2U	LAT2	neutral
TCGA-W5-AA2U	RFC2	neutral
TCGA-W5-AA2U	CLIP2	neutral
TCGA-W5-AA2U	GTF2IRD1	neutral
TCGA-W5-AA2U	GTF2I	neutral
TCGA-W5-AA2U	NCF1	neutral
TCGA-W5-AA2U	GTF2IRD2	neutral
TCGA-W5-AA2U	CASTOR2	neutral
TCGA-W5-AA2U	RCC1L	neutral
TCGA-W5-AA2U	GTF2IRD2B	neutral
TCGA-W5-AA2U	SPDYE13	neutral
TCGA-W5-AA2U	SPDYE14	neutral
TCGA-W5-AA2U	SPDYE15	neutral
TCGA-W5-AA2U	TRIM73	neutral
TCGA-W5-AA2U	POM121C	neutral
TCGA-W5-AA2U	SPDYE5	neutral
TCGA-W5-AA2U	HIP1	neutral
TCGA-W5-AA2U	CCL26	neutral
TCGA-W5-AA2U	CCL24	neutral
TCGA-W5-AA2U	RHBDD2	neutral
TCGA-W5-AA2U	POR	neutral
TCGA-W5-AA2U	TMEM120A	neutral
TCGA-W5-AA2U	STYXL1	neutral
TCGA-W5-AA2U	MDH2	neutral
TCGA-W5-AA2U	SRRM3	neutral
TCGA-W5-AA2U	HSPB1	neutral
TCGA-W5-AA2U	YWHAG	neutral
TCGA-W5-AA2U	SSC4D	neutral
TCGA-W5-AA2U	ZP3	neutral
TCGA-W5-AA2U	DTX2	neutral
TCGA-W5-AA2U	UPK3B	neutral
TCGA-W5-AA2U	SPDYE16	neutral
TCGA-W5-AA2U	POMZP3	neutral
TCGA-W5-AA2U	SPDYE17	neutral
TCGA-W5-AA2U	SPDYE18	neutral
TCGA-W5-AA2U	CCDC146	neutral
TCGA-W5-AA2U	FGL2	neutral
TCGA-W5-AA2U	GSAP	neutral
TCGA-W5-AA2U	PTPN12	neutral
TCGA-W5-AA2U	RSBN1L	neutral
TCGA-W5-AA2U	TMEM60	neutral
TCGA-W5-AA2U	PHTF2	neutral
TCGA-W5-AA2U	MAGI2	neutral
TCGA-W5-AA2U	GNAI1	neutral
TCGA-W5-AA2U	CD36	neutral
TCGA-W5-AA2U	GNAT3	neutral
TCGA-W5-AA2U	SEMA3C	neutral
TCGA-W5-AA2U	HGF	neutral
TCGA-W5-AA2U	CACNA2D1	neutral
TCGA-W5-AA2U	PCLO	neutral
TCGA-W5-AA2U	SEMA3E	neutral
TCGA-W5-AA2U	SEMA3A	neutral
TCGA-W5-AA2U	SEMA3D	neutral
TCGA-W5-AA2U	GRM3	neutral
TCGA-W5-AA2U	ELAPOR2	neutral
TCGA-W5-AA2U	DMTF1	neutral
TCGA-W5-AA2U	TMEM243	neutral
TCGA-W5-AA2U	CROT	neutral
TCGA-W5-AA2U	ABCB4	neutral
TCGA-W5-AA2U	ABCB1	neutral
TCGA-W5-AA2U	RUNDC3B	neutral
TCGA-W5-AA2U	SLC25A40	neutral
TCGA-W5-AA2U	DBF4	neutral
TCGA-W5-AA2U	ADAM22	neutral
TCGA-W5-AA2U	SRI	neutral
TCGA-W5-AA2U	STEAP4	neutral
TCGA-W5-AA2U	ZNF804B	neutral
TCGA-W5-AA2U	TEX47	neutral
TCGA-W5-AA2U	STEAP1	neutral
TCGA-W5-AA2U	STEAP2	neutral
TCGA-W5-AA2U	CFAP69	neutral
TCGA-W5-AA2U	FAM237B	neutral
TCGA-W5-AA2U	GTPBP10	neutral
TCGA-W5-AA2U	CLDN12	neutral
TCGA-W5-AA2U	CDK14	neutral
TCGA-W5-AA2U	FZD1	neutral
TCGA-W5-AA2U	MTERF1	neutral
TCGA-W5-AA2U	AKAP9	neutral
TCGA-W5-AA2U	CYP51A1	neutral
TCGA-W5-AA2U	LRRD1	neutral
TCGA-W5-AA2U	KRIT1	neutral
TCGA-W5-AA2U	ANKIB1	neutral
TCGA-W5-AA2U	GATAD1	neutral
TCGA-W5-AA2U	ERVW-1	neutral
TCGA-W5-AA2U	PEX1	neutral
TCGA-W5-AA2U	RBM48	neutral
TCGA-W5-AA2U	FAM133B	neutral
TCGA-W5-AA2U	CDK6	neutral
TCGA-W5-AA2U	SAMD9	neutral
TCGA-W5-AA2U	SAMD9L	neutral
TCGA-W5-AA2U	HEPACAM2	neutral
TCGA-W5-AA2U	VPS50	neutral
TCGA-W5-AA2U	CALCR	neutral
TCGA-W5-AA2U	GNGT1	neutral
TCGA-W5-AA2U	TFPI2	neutral
TCGA-W5-AA2U	GNG11	neutral
TCGA-W5-AA2U	BET1	neutral
TCGA-W5-AA2U	COL1A2	neutral
TCGA-W5-AA2U	CASD1	neutral
TCGA-W5-AA2U	SGCE	neutral
TCGA-W5-AA2U	PEG10	neutral
TCGA-W5-AA2U	PPP1R9A	neutral
TCGA-W5-AA2U	PON1	neutral
TCGA-W5-AA2U	PON3	neutral
TCGA-W5-AA2U	PON2	neutral
TCGA-W5-AA2U	ASB4	neutral
TCGA-W5-AA2U	PDK4	neutral
TCGA-W5-AA2U	DYNC1I1	neutral
TCGA-W5-AA2U	SLC25A13	neutral
TCGA-W5-AA2U	SEM1	neutral
TCGA-W5-AA2U	DLX6	neutral
TCGA-W5-AA2U	DLX5	neutral
TCGA-W5-AA2U	SDHAF3	neutral
TCGA-W5-AA2U	TAC1	neutral
TCGA-W5-AA2U	ASNS	neutral
TCGA-W5-AA2U	OCM2	neutral
TCGA-W5-AA2U	LMTK2	neutral
TCGA-W5-AA2U	BHLHA15	neutral
TCGA-W5-AA2U	TECPR1	neutral
TCGA-W5-AA2U	BRI3	neutral
TCGA-W5-AA2U	BAIAP2L1	neutral
TCGA-W5-AA2U	NPTX2	neutral
TCGA-W5-AA2U	TMEM130	neutral
TCGA-W5-AA2U	TRRAP	neutral
TCGA-W5-AA2U	SMURF1	neutral
TCGA-W5-AA2U	KPNA7	neutral
TCGA-W5-AA2U	ARPC1A	neutral
TCGA-W5-AA2U	ARPC1B	neutral
TCGA-W5-AA2U	PDAP1	neutral
TCGA-W5-AA2U	BUD31	neutral
TCGA-W5-AA2U	PTCD1	neutral
TCGA-W5-AA2U	ATP5MF-PTCD1	neutral
TCGA-W5-AA2U	CPSF4	neutral
TCGA-W5-AA2U	ATP5MF	neutral
TCGA-W5-AA2U	ZNF789	neutral
TCGA-W5-AA2U	ZNF394	neutral
TCGA-W5-AA2U	ZKSCAN5	neutral
TCGA-W5-AA2U	FAM200A	neutral
TCGA-W5-AA2U	ZNF655	neutral
TCGA-W5-AA2U	TMEM225B	neutral
TCGA-W5-AA2U	ZSCAN25	neutral
TCGA-W5-AA2U	CYP3A5	neutral
TCGA-W5-AA2U	CYP3A7-CYP3A51P	neutral
TCGA-W5-AA2U	CYP3A7	neutral
TCGA-W5-AA2U	CYP3A4	neutral
TCGA-W5-AA2U	CYP3A43	neutral
TCGA-W5-AA2U	OR2AE1	neutral
TCGA-W5-AA2U	TRIM4	neutral
TCGA-W5-AA2U	GJC3	neutral
TCGA-W5-AA2U	AZGP1	neutral
TCGA-W5-AA2U	ZKSCAN1	neutral
TCGA-W5-AA2U	ZSCAN21	neutral
TCGA-W5-AA2U	ZNF3	neutral
TCGA-W5-AA2U	COPS6	neutral
TCGA-W5-AA2U	MCM7	neutral
TCGA-W5-AA2U	AP4M1	neutral
TCGA-W5-AA2U	TAF6	neutral
TCGA-W5-AA2U	CNPY4	neutral
TCGA-W5-AA2U	MBLAC1	neutral
TCGA-W5-AA2U	LAMTOR4	neutral
TCGA-W5-AA2U	GAL3ST4	neutral
TCGA-W5-AA2U	GPC2	neutral
TCGA-W5-AA2U	STAG3	neutral
TCGA-W5-AA2U	PVRIG	neutral
TCGA-W5-AA2U	SPDYE3	neutral
TCGA-W5-AA2U	PILRB	neutral
TCGA-W5-AA2U	PILRA	neutral
TCGA-W5-AA2U	ZCWPW1	neutral
TCGA-W5-AA2U	MEPCE	neutral
TCGA-W5-AA2U	PPP1R35	neutral
TCGA-W5-AA2U	TSC22D4	neutral
TCGA-W5-AA2U	NYAP1	neutral
TCGA-W5-AA2U	AGFG2	neutral
TCGA-W5-AA2U	SAP25	neutral
TCGA-W5-AA2U	LRCH4	neutral
TCGA-W5-AA2U	FBXO24	neutral
TCGA-W5-AA2U	PCOLCE	neutral
TCGA-W5-AA2U	MOSPD3	neutral
TCGA-W5-AA2U	TFR2	neutral
TCGA-W5-AA2U	ACTL6B	neutral
TCGA-W5-AA2U	GNB2	neutral
TCGA-W5-AA2U	GIGYF1	neutral
TCGA-W5-AA2U	POP7	neutral
TCGA-W5-AA2U	EPO	neutral
TCGA-W5-AA2U	ZAN	neutral
TCGA-W5-AA2U	EPHB4	neutral
TCGA-W5-AA2U	SLC12A9	neutral
TCGA-W5-AA2U	TRIP6	neutral
TCGA-W5-AA2U	SRRT	neutral
TCGA-W5-AA2U	UFSP1	neutral
TCGA-W5-AA2U	ACHE	neutral
TCGA-W5-AA2U	MUC3A	neutral
TCGA-W5-AA2U	MUC12	neutral
TCGA-W5-AA2U	MUC17	neutral
TCGA-W5-AA2U	TRIM56	neutral
TCGA-W5-AA2U	SERPINE1	neutral
TCGA-W5-AA2U	AP1S1	neutral
TCGA-W5-AA2U	VGF	neutral
TCGA-W5-AA2U	NAT16	neutral
TCGA-W5-AA2U	MOGAT3	neutral
TCGA-W5-AA2U	PLOD3	neutral
TCGA-W5-AA2U	ZNHIT1	neutral
TCGA-W5-AA2U	CLDN15	neutral
TCGA-W5-AA2U	FIS1	neutral
TCGA-W5-AA2U	IFT22	neutral
TCGA-W5-AA2U	COL26A1	neutral
TCGA-W5-AA2U	MYL10	neutral
TCGA-W5-AA2U	CUX1	neutral
TCGA-W5-AA2U	SH2B2	neutral
TCGA-W5-AA2U	SPDYE6	neutral
TCGA-W5-AA2U	PRKRIP1	neutral
TCGA-W5-AA2U	ORAI2	neutral
TCGA-W5-AA2U	ALKBH4	neutral
TCGA-W5-AA2U	LRWD1	neutral
TCGA-W5-AA2U	POLR2J	neutral
TCGA-W5-AA2U	RASA4B	neutral
TCGA-W5-AA2U	UPK3BL2	neutral
TCGA-W5-AA2U	SPDYE2	neutral
TCGA-W5-AA2U	RASA4	neutral
TCGA-W5-AA2U	UPK3BL1	neutral
TCGA-W5-AA2U	SPDYE2B	neutral
TCGA-W5-AA2U	POLR2J2	neutral
TCGA-W5-AA2U	FAM185A	neutral
TCGA-W5-AA2U	FBXL13	neutral
TCGA-W5-AA2U	LRRC17	neutral
TCGA-W5-AA2U	ARMC10	neutral
TCGA-W5-AA2U	NAPEPLD	neutral
TCGA-W5-AA2U	PMPCB	neutral
TCGA-W5-AA2U	DNAJC2	neutral
TCGA-W5-AA2U	PSMC2	neutral
TCGA-W5-AA2U	SLC26A5	neutral
TCGA-W5-AA2U	RELN	neutral
TCGA-W5-AA2U	ORC5	neutral
TCGA-W5-AA2U	LHFPL3	neutral
TCGA-W5-AA2U	KMT2E	neutral
TCGA-W5-AA2U	SRPK2	neutral
TCGA-W5-AA2U	PUS7	neutral
TCGA-W5-AA2U	RINT1	neutral
TCGA-W5-AA2U	EFCAB10	neutral
TCGA-W5-AA2U	ATXN7L1	neutral
TCGA-W5-AA2U	CDHR3	neutral
TCGA-W5-AA2U	SYPL1	neutral
TCGA-W5-AA2U	NAMPT	neutral
TCGA-W5-AA2U	CCDC71L	neutral
TCGA-W5-AA2U	PIK3CG	neutral
TCGA-W5-AA2U	PRKAR2B	neutral
TCGA-W5-AA2U	HBP1	neutral
TCGA-W5-AA2U	COG5	neutral
TCGA-W5-AA2U	GPR22	neutral
TCGA-W5-AA2U	DUS4L	neutral
TCGA-W5-AA2U	DUS4L-BCAP29	neutral
TCGA-W5-AA2U	BCAP29	neutral
TCGA-W5-AA2U	SLC26A4	neutral
TCGA-W5-AA2U	CBLL1	neutral
TCGA-W5-AA2U	SLC26A3	neutral
TCGA-W5-AA2U	DLD	neutral
TCGA-W5-AA2U	LAMB1	neutral
TCGA-W5-AA2U	LAMB4	neutral
TCGA-W5-AA2U	NRCAM	neutral
TCGA-W5-AA2U	PNPLA8	neutral
TCGA-W5-AA2U	THAP5	neutral
TCGA-W5-AA2U	DNAJB9	neutral
TCGA-W5-AA2U	IMMP2L	neutral
TCGA-W5-AA2U	LRRN3	neutral
TCGA-W5-AA2U	DOCK4	neutral
TCGA-W5-AA2U	ZNF277	neutral
TCGA-W5-AA2U	IFRD1	neutral
TCGA-W5-AA2U	LSMEM1	neutral
TCGA-W5-AA2U	TMEM168	neutral
TCGA-W5-AA2U	BMT2	neutral
TCGA-W5-AA2U	GPR85	neutral
TCGA-W5-AA2U	SMIM30	neutral
TCGA-W5-AA2U	PPP1R3A	neutral
TCGA-W5-AA2U	FOXP2	neutral
TCGA-W5-AA2U	MDFIC	neutral
TCGA-W5-AA2U	TFEC	neutral
TCGA-W5-AA2U	TES	neutral
TCGA-W5-AA2U	CAV2	neutral
TCGA-W5-AA2U	CAV1	neutral
TCGA-W5-AA2U	MET	neutral
TCGA-W5-AA2U	CAPZA2	neutral
TCGA-W5-AA2U	ST7	neutral
TCGA-W5-AA2U	WNT2	neutral
TCGA-W5-AA2U	CFTR	neutral
TCGA-W5-AA2U	ASZ1	neutral
TCGA-W5-AA2U	CTTNBP2	neutral
TCGA-W5-AA2U	LSM8	neutral
TCGA-W5-AA2U	ANKRD7	neutral
TCGA-W5-AA2U	KCND2	neutral
TCGA-W5-AA2U	TSPAN12	neutral
TCGA-W5-AA2U	ING3	neutral
TCGA-W5-AA2U	CPED1	neutral
TCGA-W5-AA2U	WNT16	neutral
TCGA-W5-AA2U	FAM3C	neutral
TCGA-W5-AA2U	PTPRZ1	neutral
TCGA-W5-AA2U	AASS	neutral
TCGA-W5-AA2U	FEZF1	neutral
TCGA-W5-AA2U	CADPS2	neutral
TCGA-W5-AA2U	RNF133	neutral
TCGA-W5-AA2U	RNF148	neutral
TCGA-W5-AA2U	TAS2R16	neutral
TCGA-W5-AA2U	SLC13A1	neutral
TCGA-W5-AA2U	IQUB	neutral
TCGA-W5-AA2U	NDUFA5	neutral
TCGA-W5-AA2U	ASB15	neutral
TCGA-W5-AA2U	LMOD2	neutral
TCGA-W5-AA2U	WASL	neutral
TCGA-W5-AA2U	HYAL4	neutral
TCGA-W5-AA2U	SPAM1	neutral
TCGA-W5-AA2U	TMEM229A	neutral
TCGA-W5-AA2U	GPR37	neutral
TCGA-W5-AA2U	POT1	neutral
TCGA-W5-AA2U	GRM8	neutral
TCGA-W5-AA2U	ZNF800	neutral
TCGA-W5-AA2U	GCC1	neutral
TCGA-W5-AA2U	ARF5	neutral
TCGA-W5-AA2U	FSCN3	neutral
TCGA-W5-AA2U	PAX4	neutral
TCGA-W5-AA2U	SND1	neutral
TCGA-W5-AA2U	LRRC4	neutral
TCGA-W5-AA2U	LEP	neutral
TCGA-W5-AA2U	RBM28	neutral
TCGA-W5-AA2U	PRRT4	neutral
TCGA-W5-AA2U	IMPDH1	neutral
TCGA-W5-AA2U	HILPDA	neutral
TCGA-W5-AA2U	METTL2B	neutral
TCGA-W5-AA2U	CALU	neutral
TCGA-W5-AA2U	OPN1SW	neutral
TCGA-W5-AA2U	CCDC136	neutral
TCGA-W5-AA2U	FLNC	neutral
TCGA-W5-AA2U	KCP	neutral
TCGA-W5-AA2U	ATP6V1F	neutral
TCGA-W5-AA2U	IRF5	neutral
TCGA-W5-AA2U	TNPO3	neutral
TCGA-W5-AA2U	TSPAN33	neutral
TCGA-W5-AA2U	SMO	neutral
TCGA-W5-AA2U	AHCYL2	neutral
TCGA-W5-AA2U	STRIP2	neutral
TCGA-W5-AA2U	SMKR1	neutral
TCGA-W5-AA2U	NRF1	neutral
TCGA-W5-AA2U	UBE2H	neutral
TCGA-W5-AA2U	ZC3HC1	neutral
TCGA-W5-AA2U	KLHDC10	neutral
TCGA-W5-AA2U	TMEM209	neutral
TCGA-W5-AA2U	SSMEM1	neutral
TCGA-W5-AA2U	CPA2	neutral
TCGA-W5-AA2U	CPA4	neutral
TCGA-W5-AA2U	CPA5	neutral
TCGA-W5-AA2U	CPA1	neutral
TCGA-W5-AA2U	CEP41	neutral
TCGA-W5-AA2U	MEST	neutral
TCGA-W5-AA2U	COPG2	neutral
TCGA-W5-AA2U	TSGA13	neutral
TCGA-W5-AA2U	KLF14	neutral
TCGA-W5-AA2U	MKLN1	neutral
TCGA-W5-AA2U	PODXL	neutral
TCGA-W5-AA2U	PLXNA4	neutral
TCGA-W5-AA2U	CHCHD3	neutral
TCGA-W5-AA2U	EXOC4	neutral
TCGA-W5-AA2U	LRGUK	neutral
TCGA-W5-AA2U	SLC35B4	neutral
TCGA-W5-AA2U	AKR1B1	neutral
TCGA-W5-AA2U	AKR1B10	neutral
TCGA-W5-AA2U	AKR1B15	neutral
TCGA-W5-AA2U	BPGM	neutral
TCGA-W5-AA2U	CALD1	neutral
TCGA-W5-AA2U	AGBL3	neutral
TCGA-W5-AA2U	CYREN	neutral
TCGA-W5-AA2U	TMEM140	neutral
TCGA-W5-AA2U	WDR91	neutral
TCGA-W5-AA2U	STRA8	neutral
TCGA-W5-AA2U	CNOT4	neutral
TCGA-W5-AA2U	NUP205	neutral
TCGA-W5-AA2U	STMP1	neutral
TCGA-W5-AA2U	SLC13A4	neutral
TCGA-W5-AA2U	FAM180A	neutral
TCGA-W5-AA2U	MTPN	neutral
TCGA-W5-AA2U	CHRM2	neutral
TCGA-W5-AA2U	PTN	neutral
TCGA-W5-AA2U	DGKI	neutral
TCGA-W5-AA2U	CREB3L2	neutral
TCGA-W5-AA2U	AKR1D1	neutral
TCGA-W5-AA2U	TRIM24	neutral
TCGA-W5-AA2U	SVOPL	neutral
TCGA-W5-AA2U	ATP6V0A4	neutral
TCGA-W5-AA2U	TMEM213	neutral
TCGA-W5-AA2U	KIAA1549	neutral
TCGA-W5-AA2U	ZC3HAV1L	neutral
TCGA-W5-AA2U	ZC3HAV1	neutral
TCGA-W5-AA2U	UBN2	neutral
TCGA-W5-AA2U	FMC1	neutral
TCGA-W5-AA2U	LUC7L2	neutral
TCGA-W5-AA2U	FMC1-LUC7L2	neutral
TCGA-W5-AA2U	KLRG2	neutral
TCGA-W5-AA2U	CLEC2L	neutral
TCGA-W5-AA2U	HIPK2	neutral
TCGA-W5-AA2U	TBXAS1	neutral
TCGA-W5-AA2U	PARP12	neutral
TCGA-W5-AA2U	KDM7A	neutral
TCGA-W5-AA2U	SLC37A3	neutral
TCGA-W5-AA2U	RAB19	neutral
TCGA-W5-AA2U	MKRN1	neutral
TCGA-W5-AA2U	DENND2A	neutral
TCGA-W5-AA2U	ADCK2	neutral
TCGA-W5-AA2U	NDUFB2	neutral
TCGA-W5-AA2U	BRAF	neutral
TCGA-W5-AA2U	MRPS33	neutral
TCGA-W5-AA2U	TMEM178B	neutral
TCGA-W5-AA2U	AGK	neutral
TCGA-W5-AA2U	DENND11	neutral
TCGA-W5-AA2U	WEE2	neutral
TCGA-W5-AA2U	SSBP1	neutral
TCGA-W5-AA2U	TAS2R3	neutral
TCGA-W5-AA2U	TAS2R4	neutral
TCGA-W5-AA2U	TAS2R5	neutral
TCGA-W5-AA2U	PRSS37	neutral
TCGA-W5-AA2U	MGAM	neutral
TCGA-W5-AA2U	OR9A4	neutral
TCGA-W5-AA2U	CLEC5A	neutral
TCGA-W5-AA2U	TAS2R38	neutral
TCGA-W5-AA2U	MGAM2	neutral
TCGA-W5-AA2U	PRSS58	neutral
TCGA-W5-AA2U	PRSS1	neutral
TCGA-W5-AA2U	PRSS2	neutral
TCGA-W5-AA2U	EPHB6	neutral
TCGA-W5-AA2U	TRPV6	neutral
TCGA-W5-AA2U	TRPV5	neutral
TCGA-W5-AA2U	LLCFC1	neutral
TCGA-W5-AA2U	KEL	neutral
TCGA-W5-AA2U	OR9A2	neutral
TCGA-W5-AA2U	OR6V1	neutral
TCGA-W5-AA2U	PIP	neutral
TCGA-W5-AA2U	TAS2R39	neutral
TCGA-W5-AA2U	TAS2R40	neutral
TCGA-W5-AA2U	GSTK1	neutral
TCGA-W5-AA2U	TMEM139	neutral
TCGA-W5-AA2U	CASP2	neutral
TCGA-W5-AA2U	CLCN1	neutral
TCGA-W5-AA2U	FAM131B	neutral
TCGA-W5-AA2U	ZYX	neutral
TCGA-W5-AA2U	EPHA1	neutral
TCGA-W5-AA2U	TAS2R60	neutral
TCGA-W5-AA2U	TAS2R41	neutral
TCGA-W5-AA2U	CTAGE15	neutral
TCGA-W5-AA2U	TCAF2	neutral
TCGA-W5-AA2U	CTAGE6	neutral
TCGA-W5-AA2U	TCAF1	neutral
TCGA-W5-AA2U	OR2F2	neutral
TCGA-W5-AA2U	OR2F1	neutral
TCGA-W5-AA2U	OR6B1	neutral
TCGA-W5-AA2U	OR2A5	neutral
TCGA-W5-AA2U	OR2A25	neutral
TCGA-W5-AA2U	OR2A12	neutral
TCGA-W5-AA2U	OR2A2	neutral
TCGA-W5-AA2U	OR2A14	neutral
TCGA-W5-AA2U	CTAGE4	neutral
TCGA-W5-AA2U	ARHGEF35	neutral
TCGA-W5-AA2U	OR2A42	neutral
TCGA-W5-AA2U	OR2A7	neutral
TCGA-W5-AA2U	CTAGE8	neutral
TCGA-W5-AA2U	OR2A1	neutral
TCGA-W5-AA2U	ARHGEF5	neutral
TCGA-W5-AA2U	NOBOX	neutral
TCGA-W5-AA2U	TPK1	neutral
TCGA-W5-AA2U	CNTNAP2	neutral
TCGA-W5-AA2U	C7orf33	neutral
TCGA-W5-AA2U	CUL1	neutral
TCGA-W5-AA2U	EZH2	neutral
TCGA-W5-AA2U	PDIA4	neutral
TCGA-W5-AA2U	ZNF786	neutral
TCGA-W5-AA2U	ZNF425	neutral
TCGA-W5-AA2U	ZNF398	neutral
